id,id2,Census Tract,County,State,Median_income,Income Bracket,ENERGY BILL,ELEC BILL,GAS BILL,WATER BILL,energy burden,elec burden,gas bill,water bill,Total HH,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",HH_Living costs (month),HH_Living Costs (annual),Poverty Rate,Population_Greater_Mile,Food_Desert,Elderly Living Alone,Rent Burden,Eviction Rates,Eviction Filings,Eviction Filing Rates,Transportation Burden,Lack of Health Insurance,Tree Canopy Coverage,Vacant Houses
1400000US36029007202,36029007202,72.02,Erie,New York,29449,6.1,3211.985612,1276.230216,1935.755396,620.7410072,0.109069429,0.043336963,0.065732466,0.021078509,2342,107,273,415,591,765,841,926,1158,1254,1450,1738,2050,2182,2306,2342,2342,1101,13212,10.3,Null,0,0.160416667,0.198,0.008,42,0.0674,0.18,0.044,0.071989298,0.005123826
1400000US36029000110,36029000110,1.1,Erie,New York,20791,4.2,2684.31016,1071.144385,1613.165775,383.7647059,0.129109238,0.051519618,0.077589619,0.018458213,1623,39,69,154,223,291,442,506,624,653,776,869,1156,1354,1464,1590,1623,755,9060,30.4,Null,1,0.088461538,0.3249,0.0107,38,0.0812,0.22,0.031,0.149701004,0.069624153
1400000US36029008002,36029008002,80.02,Erie,New York,36042,7.2,2164.48855,1092.366412,1072.122137,203.5534351,0.060054618,0.030308152,0.029746466,0.005647673,2401,45,137,306,335,452,477,590,683,752,914,1132,1405,1602,1850,2080,2401,908,10896,10.5,Null,0,Null,0.295,0.0017,2,0.0035,0.23,0.026,Null,0.038733861
1400000US36029007302,36029007302,73.02,Erie,New York,35150,7.2,1634.469136,914.617284,719.8518519,228.9176955,0.046499833,0.026020406,0.020479427,0.006512594,2622,40,109,182,250,394,491,602,675,706,889,1106,1455,1826,2134,2502,2622,1407,16884,7.2,Null,0,Null,0.223,0.0034,12,0.0412,0.27,0.029,Null,0.012204424
1400000US36029940000,36029940000,9400,Erie,New York,20566,4.2,1898.225352,940.7323944,957.4929577,422.685446,0.0922992,0.045742118,0.046557082,0.020552633,1880,45,69,204,346,429,508,556,586,770,935,1060,1305,1522,1661,1810,1880,709,8508,27.2,Null,0,Null,0.207,0,0,0,0.29,0.068,Null,0
1400000US36029009112,36029009112,91.12,Erie,New York,21920,4.3,3017.241877,1385.133574,1632.108303,571.6137184,0.137647896,0.0631904,0.074457496,0.026077268,1951,131,199,297,378,479,556,770,893,999,1189,1359,1566,1754,1858,1918,1951,879,10548,22.7,Null,1,Null,0.287,0,7,0.0085,0.21,0.042,Null,0.028190671
1400000US36029015402,36029015402,154.02,Erie,New York,33086,6.4,2895.513648,1482.908189,1412.605459,293.4342432,0.087514769,0.044819809,0.04269496,0.008868834,2244,72,123,191,316,402,498,540,570,606,777,1041,1347,1710,1957,2068,2244,1279,15348,10.4,Null,0,Null,0.258,0.0029,7,0.0201,0.28,0.041,Null,0
1400000US36029002900,36029002900,29,Erie,New York,20343,4.2,1634.469136,914.617284,719.8518519,228.9176955,0.080345531,0.044959804,0.035385727,0.011252898,1967,9,29,47,74,136,171,249,256,299,395,549,924,1222,1483,1734,1967,736,8832,38.5,Null,0,0.091697646,0.453,0.0135,88,0.1487,0.2,0.028,0.110900002,0.056431113
1400000US36029002502,36029002502,25.02,Erie,New York,25777,5.2,1960.615385,894.7384615,1065.876923,433.5153846,0.07606065,0.034710729,0.041349921,0.016817915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,7140,27.7,Null,0,0.16796875,0.325,0.0068,169,0.2884,0.18,0.008,0.068424001,#DIV/0!
1400000US36029013201,36029013201,132.01,Erie,New York,31875,6.3,2167.384615,919.6686391,1247.715976,403.5739645,0.06799638,0.028852349,0.039144031,0.012661144,1898,97,168,280,308,363,414,486,560,600,748,963,1241,1434,1650,1810,1898,1305,15660,11,Null,1,Null,0.209,0.0051,6,0.0103,0.25,0.007,Null,0.022655427
1400000US36029014801,36029014801,148.01,Erie,New York,28986,6.1,2079.4125,1032.4875,1046.925,642.509375,0.071738512,0.035620213,0.036118298,0.022166197,1073,47,78,114,121,171,205,286,327,373,505,641,808,925,1022,1065,1073,902,10824,6,Null,0,Null,0.275,0,2,0.0046,0.26,0.048,Null,0.04473439
1400000US36029007700,36029007700,77,Erie,New York,29514,6.1,2399.489362,1201.73617,1197.753191,177.8638298,0.081300039,0.040717496,0.040582544,0.006026422,844,24,43,82,151,171,236,269,377,401,430,562,663,742,780,833,844,941,11292,10.5,Null,0,Null,0.231,0.0027,6,0.0081,0.23,0,Null,0.136255924
1400000US36029012501,36029012501,125.01,Erie,New York,21442,4.3,3017.241877,1385.133574,1632.108303,571.6137184,0.140716439,0.064599085,0.076117354,0.026658601,1498,18,27,111,196,251,318,372,462,503,610,787,1052,1240,1369,1451,1498,807,9684,15.7,Null,0,0.13710051,0.266,0.001,5,0.0052,0.21,0.019,0.132976999,0.092790387
1400000US36029010901,36029010901,109.01,Erie,New York,28897,6.1,1936.119403,984.5373134,951.5820896,282.4746269,0.067000706,0.034070572,0.032930134,0.009775223,1396,39,59,170,246,299,391,418,475,540,651,841,1062,1283,1351,1396,1396,1056,12672,6.5,Null,0,Null,0.214,0.0085,5,0.0213,0.25,0.004,Null,0.037965616
1400000US36029000500,36029000500,5,Erie,New York,20000,4.2,2301.760766,1247.282297,1054.478469,329.569378,0.115088038,0.062364115,0.052723923,0.016478469,1825,193,329,439,540,633,742,832,949,1057,1239,1446,1627,1727,1775,1817,1825,751,9012,29.9,Null,1,0.139825219,0.346,0.007,52,0.1221,0.22,0.005,0.12125,0.060821918
1400000US36029005100,36029005100,51,Erie,New York,29231,6.1,2828.873684,1384.010526,1444.863158,264.3921053,0.096776494,0.047347355,0.049429139,0.009044922,1636,293,453,619,876,1051,1198,1265,1405,1446,1507,1537,1592,1611,1627,1627,1636,869,10428,13.8,Null,0,0.095338983,0.293,0.0023,116,0.0889,0.2,0.065,0.109224997,0.083740831
1400000US36029009200,36029009200,92,Erie,New York,26538,5.3,2283.58643,1186.25525,1097.331179,354.3344103,0.086049681,0.044700251,0.04134943,0.013351964,1710,69,156,215,257,363,411,435,482,509,566,792,1021,1255,1408,1577,1710,962,11544,15.5,Null,0,Null,0.33,0,12,0.0109,0.22,0,Null,0.016374269
1400000US36029011100,36029011100,111,Erie,New York,33388,6.4,2582.370672,1206.378819,1375.991853,438.6354379,0.077344276,0.036132108,0.041212168,0.013137518,1064,125,384,432,560,651,750,783,801,868,936,1006,1048,1056,1056,1064,1064,970,11640,8.1,Null,0,0.152879581,0.27,0,1,0.0068,0.24,0.02,0.089252005,0.034774436
1400000US36029013001,36029013001,130.01,Erie,New York,29192,6.1,2117.61807,1062.480493,1055.137577,253.926078,0.072541041,0.03639629,0.036144751,0.008698482,1008,67,114,179,282,295,335,401,434,498,592,652,794,905,985,993,1008,955,11460,10.4,Null,1,Null,0.259,0,1,0.0023,0.25,0.015,Null,0.048611111
1400000US36029001100,36029001100,11,Erie,New York,28023,5.4,2121.716599,815.951417,1305.765182,208.8380567,0.0757134,0.029117204,0.046596195,0.00745238,1584,114,396,544,758,849,901,939,991,1009,1116,1224,1340,1415,1452,1530,1584,813,9756,29.3,Null,0,0.149669846,0.253,0.0072,37,0.0535,0.2,0.052,0.223094006,0.079545455
1400000US36029009107,36029009107,91.07,Erie,New York,26907,5.3,2828.873684,1384.010526,1444.863158,264.3921053,0.105135232,0.05143682,0.053698411,0.009826146,3235,255,519,598,799,945,1026,1155,1313,1404,1547,1886,2193,2548,2740,2881,3235,1090,13080,20.5,Null,1,Null,0.26,0,10,0.0087,0.23,0.012,Null,0.004018547
1400000US36029007902,36029007902,79.02,Erie,New York,29642,6.1,1929.580902,871.5437666,1058.037135,378.33687,0.065096178,0.029402327,0.035693851,0.012763541,772,13,25,51,71,112,221,266,293,375,464,540,669,707,736,763,772,1162,13944,2.4,Null,0,Null,0.277,0,4,0.0114,0.24,0.004,Null,0.038860104
1400000US36029010803,36029010803,108.03,Erie,New York,28534,5.4,2828.873684,1384.010526,1444.863158,264.3921053,0.099140453,0.048503909,0.050636544,0.009265862,1138,46,154,161,261,285,340,409,506,557,703,865,927,992,1053,1119,1138,1056,12672,6.6,Null,0,Null,0.246,0,1,0.0046,0.24,0.007,Null,0.020210896
1400000US36029011300,36029011300,113,Erie,New York,29899,6.1,3170.257426,1409.346535,1760.910891,451.9306931,0.106032223,0.047136912,0.058895311,0.015115244,1053,43,92,164,255,311,371,469,514,561,618,751,860,955,992,1032,1053,1034,12408,9.4,Null,0,0.121609799,0.233,0.0017,7,0.0121,0.24,0.007,0.227852001,0.038936372
1400000US36029011400,36029011400,114,Erie,New York,25560,5.2,2706.222222,1369.555556,1336.666667,610.6666667,0.105877239,0.053581986,0.052295253,0.023891497,1035,16,32,95,142,180,255,283,352,389,490,635,832,961,1035,1035,1035,866,10392,22.8,Null,0,0.082004556,0.244,0.0023,8,0.0183,0.22,0.061,0.194524002,0.087922705
1400000US36029006701,36029006701,67.01,Erie,New York,30551,6.2,1713.531429,961.0971429,752.4342857,268.9085714,0.056087573,0.031458779,0.024628794,0.008801956,802,15,69,109,131,205,223,310,344,377,437,608,677,743,780,790,802,750,9000,12.8,Null,0,0.096205238,0.279,0.0054,154,0.0928,0.17,0,0.143949003,0.153366584
1400000US36029006601,36029006601,66.01,Erie,New York,27127,5.3,2130.034483,1123.310345,1006.724138,294.045977,0.078520827,0.04140931,0.037111518,0.010839605,1341,71,150,190,270,426,461,502,532,604,688,837,921,1069,1132,1211,1341,927,11124,38,Null,0,0.064021641,0.301,0.0093,87,0.1009,0.18,0.022,0.141982002,0.137211037
1400000US36029010700,36029010700,107,Erie,New York,24206,5.1,2717.484029,1320.412776,1397.071253,242.968059,0.112264894,0.054548987,0.057715907,0.010037514,1280,214,418,538,680,694,774,838,864,951,1004,1084,1151,1198,1226,1263,1280,1072,12864,13.5,Null,0,0.144144144,0.219,0.0046,7,0.0325,0.24,0.014,0.099733105,0.03359375
1400000US36029012901,36029012901,129.01,Erie,New York,29592,6.1,1929.580902,871.5437666,1058.037135,378.33687,0.065206167,0.029452006,0.035754161,0.012785106,1290,50,128,171,265,351,454,500,591,665,738,850,1058,1142,1216,1278,1290,992,11904,10.4,Null,0,Null,0.205,0.0017,8,0.0067,0.23,0.036,Null,0.034108527
1400000US36029012902,36029012902,129.02,Erie,New York,32197,6.3,2202.115385,989.5673077,1212.548077,249.28125,0.068395049,0.030734767,0.037660281,0.007742375,2329,125,229,274,371,475,734,877,968,1019,1247,1459,1940,2146,2225,2317,2329,1006,12072,5.6,Null,1,Null,0.258,0.0033,2,0.0033,0.24,0,Null,0.01116359
1400000US36029014300,36029014300,143,Erie,New York,32571,6.4,2117.61807,1062.480493,1055.137577,253.926078,0.065015445,0.032620444,0.032395001,0.007796079,2120,60,76,219,340,452,512,561,620,721,920,1170,1522,1757,1888,1997,2120,1164,13968,5.2,Null,1,Null,0.256,0,2,0.0043,0.25,0.009,Null,0.035849057
1400000US36029003301,36029003301,33.01,Erie,New York,22902,4.4,3086.701987,1158.119205,1928.582781,598.9602649,0.134778709,0.050568475,0.084210234,0.026153186,2346,112,209,237,376,446,585,662,718,788,1115,1342,1826,2036,2194,2230,2346,791,9492,34.4,Null,0,0.186206897,0.376,0.0063,78,0.0986,0.19,0.023,0.106936998,0.086104007
1400000US36029017000,36029017000,170,Erie,New York,20226,4.2,2549.030995,1118.427406,1430.603589,486.502447,0.12602744,0.05529652,0.07073092,0.02405332,1129,76,170,203,274,356,389,441,486,523,617,777,935,1047,1083,1109,1129,808,9696,27.7,Null,1,0.078448276,0.4687,0.0181,89,0.1789,0.21,0.017,0.090918903,0.119574845
1400000US36029013701,36029013701,137.01,Erie,New York,32929,6.4,2047.702128,933.9148936,1113.787234,304.212766,0.062185372,0.028361471,0.033823901,0.009238445,1190,57,116,191,263,303,367,405,448,469,547,636,802,992,1095,1130,1190,1216,14592,2.9,Null,1,Null,0.221,0,0,0,0.25,0.021,Null,0.021848739
1400000US36029000900,36029000900,9,Erie,New York,32267,6.3,1634.469136,914.617284,719.8518519,228.9176955,0.050654512,0.028345284,0.022309228,0.007094483,1165,44,64,74,82,88,184,240,295,312,388,575,772,991,1053,1101,1165,856,10272,11.1,Null,0,0.052385407,0.216,0.0061,10,0.0202,0.21,0.038,0.124812002,0.034334764
1400000US36029007905,36029007905,79.05,Erie,New York,37742,7.4,1713.531429,961.0971429,752.4342857,268.9085714,0.045401182,0.025464924,0.019936259,0.007124916,6,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,1118,13416,13.2,Null,0,Null,0.2589,0,5,0.0118,0.25,0,Null,
1400000US36029015600,36029015600,156,Erie,New York,29648,6.1,2202.115385,989.5673077,1212.548077,249.28125,0.074275344,0.033377203,0.040898141,0.008408029,1123,53,93,113,186,279,340,376,425,457,532,680,878,977,1030,1082,1123,1100,13200,10.8,Null,0,Null,0.248,0,3,0.0181,0.3,0.02,Null,0
1400000US36029007600,36029007600,76,Erie,New York,30426,6.2,1756.367089,943.3670886,813,274.5189873,0.057725862,0.031005294,0.026720568,0.009022513,2193,68,68,68,99,119,194,235,274,361,471,789,1297,1553,1691,1933,2193,1091,13092,9.4,Null,0,Null,0.203,0,0,0,0.25,0.013,Null,0.013679891
1400000US36029005900,36029005900,59,Erie,New York,16527,3.3,2171.273543,1048.977578,1122.295964,232.6053812,0.131377355,0.063470538,0.067906817,0.014074265,1269,22,82,124,201,295,359,425,514,578,685,811,962,1049,1162,1222,1269,611,7332,37.4,Null,0,0.120118343,0.298,0.0072,99,0.0886,0.2,0.019,0.089442501,0.189913318
1400000US36029004900,36029004900,49,Erie,New York,31144,6.2,1906.634731,957.2694611,949.3652695,307.6706587,0.06121997,0.030736882,0.030483087,0.009878971,498,30,39,55,83,109,203,220,314,320,353,388,420,471,471,478,498,951,11412,12.5,Null,0,0.065853659,0.248,0.0042,62,0.0369,0.2,0.051,0.082407703,0.259036145
1400000US36029010805,36029010805,108.05,Erie,New York,34283,7.1,1813.918977,929.0149254,884.9040512,363.2686567,0.052910159,0.027098414,0.025811745,0.010596175,2120,87,137,187,257,326,379,480,507,563,841,1195,1562,1837,1950,2028,2120,1199,14388,3,Null,1,Null,0.232,0,2,0.0066,0.25,0.011,Null,0.006132075
1400000US36029008101,36029008101,81.01,Erie,New York,35860,7.2,2202.115385,989.5673077,1212.548077,249.28125,0.061408683,0.027595296,0.033813388,0.006951513,1548,371,767,887,988,1056,1103,1118,1197,1235,1284,1381,1424,1464,1473,1507,1548,1045,12540,6.3,Null,0,Null,0.257,0.0022,7,0.0077,0.23,0.022,Null,0.029069767
1400000US36029006800,36029006800,68,Erie,New York,34011,7.1,1813.918977,929.0149254,884.9040512,363.2686567,0.053333303,0.027315131,0.026018172,0.010680917,1396,401,508,574,770,864,909,970,1042,1070,1171,1294,1332,1373,1396,1396,1396,871,10452,30.6,Null,0,0.030051813,0.322,0.0045,167,0.1067,0.17,0.07,0.105243998,0.118194842
1400000US36029004500,36029004500,45,Erie,New York,34777,7.1,2895.513648,1482.908189,1412.605459,293.4342432,0.083259443,0.042640486,0.040618957,0.008437595,1010,205,346,404,430,466,523,655,694,694,750,815,894,927,943,1010,1010,1093,13116,11.8,Null,0,0.064238151,0.284,0.0038,91,0.0863,0.2,0.01,0.137915001,0.15049505
1400000US36029008003,36029008003,80.03,Erie,New York,33638,6.4,2549.992238,948.3415265,1601.650712,211.7115136,0.075806892,0.028192566,0.047614326,0.00629382,820,255,414,448,496,549,596,654,687,729,765,792,797,809,809,815,820,1063,12756,13.1,Null,0,Null,0.261,0,2,0.004,0.23,0,Null,0.153658537
1400000US36029004401,36029004401,44.01,Erie,New York,24400,5.1,1670.056266,774.2608696,895.7953964,168.6163683,0.068444929,0.031732003,0.036712926,0.006910507,1378,185,368,509,740,794,833,890,990,1051,1160,1293,1331,1360,1369,1369,1378,805,9660,25.7,Null,1,0.07508161,0.3,0.0065,158,0.1724,0.2,0.013,0.094981804,0.112481858
1400000US36029006602,36029006602,66.02,Erie,New York,34647,7.1,1919.1,998.175,920.925,370.775,0.055390077,0.028809854,0.026580223,0.010701504,1882,82,180,336,456,565,626,679,743,859,1024,1303,1627,1714,1756,1859,1882,929,11148,17.8,Null,0,0.306528662,0.247,0.0055,47,0.0514,0.17,0.043,0.174169998,0.022848034
1400000US36029006302,36029006302,63.02,Erie,New York,33803,7.1,2301.760766,1247.282297,1054.478469,329.569378,0.068093387,0.036898568,0.031194819,0.009749708,931,71,135,289,383,518,567,601,658,684,725,805,915,923,931,931,931,1338,16056,9,Null,0,0.060711188,0.2399,0.0016,20,0.0328,0.2,0.01,0.205389004,0.045112782
1400000US36029009702,36029009702,97.02,Erie,New York,32405,6.3,1871.576087,1016.413043,855.1630435,200.2282609,0.057755781,0.031365933,0.026389849,0.006178931,651,113,230,275,318,383,407,418,442,465,510,531,567,601,634,651,651,1086,13032,4.6,Null,1,Null,0.221,0,1,0.0033,0.25,0.003,Null,0.086021505
1400000US36029010400,36029010400,104,Erie,New York,25632,5.2,3086.701987,1158.119205,1928.582781,598.9602649,0.120423767,0.045182553,0.075241213,0.023367676,1356,100,211,261,371,416,477,546,636,727,883,1024,1183,1228,1254,1349,1356,833,9996,26.3,Null,0,Null,0.271,0,7,0.0167,0.21,0.057,Null,0.077433628
1400000US36029000800,36029000800,8,Erie,New York,32200,6.3,1960.615385,894.7384615,1065.876923,433.5153846,0.060888677,0.027786909,0.033101768,0.013463211,1913,402,611,767,916,1057,1136,1212,1277,1387,1593,1655,1818,1878,1913,1913,1913,943,11316,17.4,Null,0,0.1053752,0.252,0.0055,23,0.0318,0.22,0.009,0.114628,0.070047047
1400000US36029015900,36029015900,159,Erie,New York,28013,5.4,2472.527473,1204.404396,1268.123077,212.5714286,0.088263573,0.042994481,0.045269092,0.007588314,2574,271,394,449,596,644,690,740,864,1000,1205,1437,1833,2022,2221,2445,2574,907,10884,13.1,Null,1,Null,0.224,0,2,0.003,0.26,0.002,Null,0.026418026
1400000US36029012001,36029012001,120.01,Erie,New York,40156,8.2,2199.022901,1193.312977,1005.709924,224.2900763,0.054762001,0.029716928,0.025045072,0.005585469,1251,201,326,368,424,483,500,518,578,609,688,798,970,1066,1149,1207,1251,1180,14160,10.6,Null,0,0.107970605,0.226,0,7,0.0247,0.24,0.018,0.252049999,0.019984013
1400000US36029009701,36029009701,97.01,Erie,New York,33939,7.1,3211.985612,1276.230216,1935.755396,620.7410072,0.09463996,0.037603648,0.057036312,0.018289903,1978,92,266,401,479,610,816,884,1020,1131,1394,1597,1669,1732,1790,1915,1978,1050,12600,5.6,Null,0,Null,0.2182,0,2,0.0059,0.24,0.005,Null,0.015166835
1400000US36029016900,36029016900,169,Erie,New York,28031,5.4,1869.931034,901.5632184,968.3678161,508.1609195,0.066709394,0.032163077,0.034546317,0.018128533,477,57,116,151,173,208,252,252,257,262,300,329,343,384,404,438,477,1035,12420,20.2,Null,0,0.105956113,0.2508,0.0064,97,0.0891,0.19,0,0.150039997,0.308176101
1400000US36029008201,36029008201,82.01,Erie,New York,29694,6.1,2790.724269,1164.030496,1626.693774,779.2515883,0.093982767,0.039200865,0.054781901,0.026242729,1149,270,436,560,661,692,746,769,853,925,962,988,1110,1142,1149,1149,1149,1020,12240,8.3,Null,0,Null,0.221,0,1,0.0042,0.23,0.026,Null,0.019147084
1400000US36029008800,36029008800,88,Erie,New York,36691,7.3,2280.987654,1120.691358,1160.296296,246.0967078,0.062167498,0.03054404,0.031623458,0.006707277,990,40,102,136,166,197,343,382,410,499,561,651,775,867,899,967,990,992,11904,13.2,Null,0,Null,0.29,0.0063,4,0.0084,0.22,0,Null,0.056565657
1400000US36029006702,36029006702,67.02,Erie,New York,35437,7.2,1951.863354,1015.937888,935.9254658,306.2639752,0.055079814,0.028668846,0.026410968,0.008642492,1247,201,452,592,701,711,752,861,921,961,1057,1094,1121,1179,1196,1247,1247,685,8220,25.8,Null,0,0.215097772,0.308,0.0016,134,0.0709,0.16,0.064,0.151148005,0.068163593
1400000US36029014903,36029014903,149.03,Erie,New York,36949,7.3,2472.527473,1204.404396,1268.123077,212.5714286,0.066917304,0.0325964,0.034320904,0.005753104,1647,351,712,854,988,1059,1105,1193,1225,1286,1378,1428,1552,1552,1613,1639,1647,1201,14412,7.3,Null,0,Null,0.223,0,0,0,0.29,0.015,Null,0
1400000US36029010300,36029010300,103,Erie,New York,25274,5.2,2402.576687,906.6993865,1495.877301,641.2147239,0.095061197,0.035874788,0.059186409,0.025370528,2080,61,61,99,120,185,304,346,358,444,590,815,992,1292,1546,1856,2080,794,9528,28,Null,0,0.104166667,0.241,0,10,0.0441,0.21,0.06,0.100980997,0.033173077
1400000US36029010101,36029010101,101.01,Erie,New York,35012,7.2,2037.82,982.54,1055.28,404.9866667,0.058203473,0.02806295,0.030140523,0.011567082,2014,109,150,201,280,357,402,548,692,705,807,1004,1292,1484,1640,1789,2014,1060,12720,3.5,Null,1,Null,0.224,0.0052,3,0.0156,0.24,0.018,Null,0.024329692
1400000US36029010102,36029010102,101.02,Erie,New York,24035,5.1,2593.028571,1070.651429,1522.377143,664.1866667,0.107885524,0.044545514,0.06334001,0.027634145,2902,88,160,196,314,380,564,776,957,1090,1273,1504,1807,2158,2498,2794,2902,757,9084,21.9,Null,1,Null,0.302,0.001,5,0.0052,0.21,0.045,Null,0.05375603
1400000US36029009109,36029009109,91.09,Erie,New York,28809,6.1,2280.987654,1120.691358,1160.296296,246.0967078,0.079176218,0.038900738,0.04027548,0.008542355,1929,68,100,153,237,286,371,422,477,545,672,874,1236,1460,1752,1895,1929,1298,15576,13.8,Null,1,Null,0.365,0,0,0,0.24,0.042,Null,0.003628823
1400000US36029016700,36029016700,167,Erie,New York,28353,5.4,2593.028571,1070.651429,1522.377143,664.1866667,0.091455175,0.037761487,0.053693688,0.023425622,2025,180,291,433,587,778,928,1014,1041,1194,1369,1653,1817,1877,1959,2025,2025,778,9336,17.5,Null,0,0.154679803,0.266,0.0062,40,0.0823,0.22,0.12,0.089311304,0.039012346
1400000US36029012800,36029012800,128,Erie,New York,27464,5.3,2593.028571,1070.651429,1522.377143,664.1866667,0.094415547,0.038983813,0.055431734,0.024183901,1426,27,114,147,197,244,291,343,399,443,533,657,895,1099,1227,1356,1426,894,10728,15,Null,0,Null,0.2219,0,0,0,0.22,0.058,Null,0.048387097
1400000US36029014702,36029014702,147.02,Erie,New York,37452,7.3,2202.115385,989.5673077,1212.548077,249.28125,0.058798339,0.026422282,0.032376057,0.00665602,1253,42,52,89,89,126,163,228,284,352,409,530,715,874,966,1090,1253,1493,17916,4.8,Null,1,Null,0.277,0,2,0.004,0.27,0.014,Null,0.085395052
1400000US36029013501,36029013501,135.01,Erie,New York,37545,7.4,2067.329032,1052.670968,1014.658065,236.4709677,0.055062699,0.028037581,0.027025118,0.006298334,2899,188,232,329,375,742,858,975,1094,1200,1347,1709,2070,2341,2566,2820,2899,1528,18336,1.2,Null,1,Null,0.24,0,7,0.0139,0.27,0.011,Null,0.00793377
1400000US36029010001,36029010001,100.01,Erie,New York,30557,6.2,3523.902439,1400.487805,2123.414634,609.7398374,0.115322265,0.04583198,0.069490285,0.019954179,2144,44,59,153,182,236,322,389,483,593,779,1065,1382,1674,1828,2044,2144,1033,12396,7.4,Null,1,Null,0.197,0.0074,2,0.0074,0.23,0.023,Null,0.012593284
1400000US36029015001,36029015001,150.01,Erie,New York,37604,7.4,2259.53121,954.5579618,1304.973248,275.8280255,0.060087523,0.025384479,0.034703044,0.007335071,2127,16,63,177,247,320,352,512,688,715,1032,1247,1543,1791,1931,2067,2127,1448,17376,4.4,Null,0,Null,0.1801,0,0,0,0.3,0.043,Null,0
1400000US36029017502,36029017502,175.02,Erie,New York,28630,5.4,1378.285714,850.2857143,528,213.7142857,0.04814131,0.029699117,0.018442194,0.007464697,2043,98,269,337,430,473,585,681,736,814,944,1132,1477,1689,1788,1895,2043,1045,12540,10.2,Null,0,Null,0.164,0,0,0,0.3,0.022,Null,0
1400000US36029009116,36029009116,91.16,Erie,New York,26297,5.3,2790.724269,1164.030496,1626.693774,779.2515883,0.106123294,0.044264764,0.06185853,0.029632718,1493,60,100,142,197,265,329,345,424,492,601,821,1045,1167,1288,1421,1493,1272,15264,16.1,Null,1,Null,0.284,0,3,0.0034,0.22,0.025,Null,0.015405224
1400000US36029007800,36029007800,78,Erie,New York,30078,6.2,2128.428246,980.7744875,1147.653759,439.0318907,0.070763623,0.032607703,0.03815592,0.014596446,1972,63,81,106,191,269,398,464,481,545,638,793,1110,1344,1472,1799,1972,1008,12096,11.6,Null,1,Null,0.276,0.0103,7,0.012,0.24,0.005,Null,0.031947262
1400000US36029017200,36029017200,172,Erie,New York,25087,5.2,1670.056266,774.2608696,895.7953964,168.6163683,0.066570585,0.030863031,0.035707554,0.006721265,925,35,66,82,99,111,193,220,239,279,342,415,551,653,777,873,925,735,8820,21,Null,0,Null,0.2475,0.0062,3,0.0062,0.22,0.128,Null,0.08972973
1400000US36029007901,36029007901,79.01,Erie,New York,33542,6.4,2776.930582,1279.02439,1497.906191,298.2645403,0.082789654,0.038132025,0.044657629,0.008892271,1353,39,79,131,186,283,307,315,384,414,503,717,945,1095,1201,1306,1353,1096,13152,6.6,Null,0,Null,0.225,0.0056,3,0.0056,0.23,0.026,Null,0.015521064
1400000US36029015700,36029015700,157,Erie,New York,27438,5.3,2730.096257,1237.73262,1492.363636,525.6524064,0.099500556,0.045110162,0.054390394,0.019157825,1063,64,97,116,157,187,240,257,322,395,469,614,738,882,954,1044,1063,1099,13188,6.8,Null,0,Null,0.22,0.0041,2,0.0083,0.3,0.061,Null,0.000940734
1400000US36029011800,36029011800,118,Erie,New York,33640,6.4,2790.724269,1164.030496,1626.693774,779.2515883,0.08295851,0.034602571,0.048355939,0.023164435,1850,120,259,348,431,541,617,709,759,879,1040,1229,1489,1656,1752,1784,1850,1059,12708,4.3,Null,1,Null,0.245,0,2,0.005,0.25,0.008,Null,0.008648649
1400000US36029010902,36029010902,109.02,Erie,New York,29863,6.1,1965.505618,753.7078652,1211.797753,885.4325843,0.06581742,0.025238853,0.040578567,0.02964982,2403,221,382,485,570,751,924,990,1133,1210,1403,1832,2137,2240,2316,2360,2403,950,11400,12,Null,0,Null,0.342,0.0008,7,0.0058,0.22,0.053,Null,0.013732834
1400000US36029011700,36029011700,117,Erie,New York,31715,6.3,1960.615385,894.7384615,1065.876923,433.5153846,0.061819813,0.028211839,0.033607975,0.013669096,1113,209,500,625,738,777,821,896,913,965,1051,1089,1100,1100,1113,1113,1113,1028,12336,10.5,Null,0,0.196151791,0.263,0,0,0,0.23,0.035,0.239144993,0.044025157
1400000US36029004300,36029004300,43,Erie,New York,23837,5.1,2266.609442,1135.622318,1130.987124,361.6351931,0.095087865,0.047641159,0.047446706,0.015171171,1442,143,306,415,595,679,819,930,1038,1074,1116,1199,1327,1434,1442,1442,1442,765,9180,39.4,Null,1,0.072548142,0.3719,0.0079,185,0.1622,0.2,0.088,0.113142996,0.170596394
1400000US36029015302,36029015302,153.02,Erie,New York,34950,7.1,2128.428246,980.7744875,1147.653759,439.0318907,0.060899235,0.028062217,0.032837017,0.012561714,1496,309,411,453,607,748,764,826,918,1058,1115,1237,1392,1488,1488,1488,1496,1389,16668,4.5,Null,0,Null,0.193,0,2,0.0107,0.3,0.021,Null,0.004679144
